"Doença"," Sintoma_1"," Sintoma_2"," Sintoma_3"," Sintoma_4"," Sintoma_5"," Sintoma_6"," Sintoma_7"," Sintoma_8"," Sintoma_9"," Sintoma_10"," Sintoma_11"," Sintoma_12"," Sintoma_13"," Sintoma_14"," Sintoma_15"," Sintoma_16"," Sintoma_17"
" Catapora"," coceira"," erupção cutânea"," fadiga"," letargia"," febre alta"," dor de cabeça"," perda_de_apetite"," febre leve"," linfonodos inchados"," mal-estar"," manchas vermelhas no corpo","","","","","",""
" Dengue"," erupção cutânea"," calafrios"," dor nas articulações"," vômito"," fadiga"," febre alta"," dor de cabeça"," náusea"," perda_de_apetite"," dor_atrás_dos_olhos"," dor nas costas"," mal-estar"," dor_muscular"," manchas vermelhas no corpo","","",""
"Tifóide"," calafrios"," vômito"," fadiga"," febre alta"," dor de cabeça"," náusea"," constipação"," dor abdominal"," diarréia"," aparência tóxica (tifos)"," dor de barriga","","","","","",""
" hepatite A"," dor nas articulações"," vômito"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," diarréia"," febre leve"," amarelamento_dos_olhos"," dor_muscular","","","","","",""
" Hepatite B"," coceira"," fadiga"," letargia"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","",""
" Hepatite C"," fadiga"," pele_amarelada"," náusea"," perda_de_apetite"," amarelamento_dos_olhos"," história_familiar","","","","","","","","","","",""
" Hepatite D"," dor nas articulações"," vômito"," fadiga"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","",""
" Hepatite E"," dor nas articulações"," vômito"," fadiga"," febre alta"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","",""
" Hepatite alcoólica"," vômito"," pele_amarelada"," dor abdominal"," inchaço_do_estômago"," distensão_do_abdome"," história_do_consumo_de_álcool"," sobrecarga de fluido","","","","","","","","","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro",""
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular"
" Pneumonia"," calafrios"," fadiga"," tosse"," febre alta"," falta de ar"," suando"," mal-estar"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_durante_as_evacuações"," dor_na_região_anal"," fezes_sangrendas"," irritação_no_ânus","","","","","","","","","","","",""
" Ataque cardíaco"," vômito"," falta de ar"," suando"," dor no peito","","","","","","","","","","","","",""
" Varizes"," fadiga"," cólicas"," hematomas"," obesidade"," pernas inchadas"," vasos_sanguíneos_inchados"," veias proeminentes na panturrilha","","","","","","","","","",""
"Hipotireoidismo"," fadiga"," ganho de peso"," mãos e pés frios"," mudanças de humor"," letargia"," tontura"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","",""
" Hipertireoidismo"," fadiga"," mudanças de humor"," perda de peso"," inquietação"," suando"," diarréia"," frequência cardíaca rápida"," fome_excessiva"," fraqueza muscular"," irritabilidade"," menstruação anormal","","","","","",""
" Hipoglicemia"," vômito"," fadiga"," ansiedade"," suando"," dor de cabeça"," náusea"," visão_turva_e_distorcida"," fome_excessiva"," lábios_secos_e_formigados"," fala arrastada"," irritabilidade"," palpitações","","","","",""
" Osteoartrite"," dor nas articulações"," dor no pescoço"," dor no joelho"," dor_na_articulação_do_quadril"," inchaço nas articulações"," caminhada_dolorosa","","","","","","","","","","",""
" Artrite"," fraqueza muscular"," torcicolo"," inchaço nas articulações"," rigidez_de_movimento"," caminhada_dolorosa","","","","","","","","","","","",""
" (vertigem) Vertigem posicional paromsal"," vômito"," dor de cabeça"," náusea"," movimentos giratórios"," perda_de_equilíbrio"," instabilidade","","","","","","","","","","",""
" Acne"," erupção cutânea"," espinhas cheias de pus"," cravos pretos"," correndo","","","","","","","","","","","","",""
" Infecção do trato urinário"," queimação_miccional"," desconforto na bexiga"," cheiro ruim de urina"," sensação_contínua_de_urina","","","","","","","","","","","","",""
" Psoríase"," erupção cutânea"," dor nas articulações"," descamação da pele"," pó prateado"," pequenos_amassados_nas_unhas"," unhas_inflamatórias","","","","","","","","","","",""
" Impetigo"," erupção cutânea"," febre alta"," bolha"," ferida_vermelha_ao_redor_do_nariz"," lodo_de_crosta_amarela","","","","","","","","","","","",""
" Infecção fúngica"," coceira"," erupção cutânea"," erupções cutâneas nodais"," manchas discrômicas","","","","","","","","","","","","",""
" Alergia"," espirros_contínuos"," tremendo"," calafrios"," olhos lacrimejantes","","","","","","","","","","","","",""
" DRGE"," dor de estômago"," acidez"," úlceras_na_língua"," vômito"," tosse"," dor no peito","","","","","","","","","","",""
" Colestase crônica"," coceira"," vômito"," pele_amarelada"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","","","",""
" Reação medicamentosa"," coceira"," erupção cutânea"," dor de estômago"," queimação_miccional"," urinar sem parar","","","","","","","","","","","",""
" Doença de úlcera péptica"," vômito"," indigestão"," perda_de_apetite"," dor abdominal"," passagem_de_gases"," coceira_interna","","","","","","","","","","",""
" AIDS"," perda de massa muscular"," manchas_na_garganta"," febre alta"," contatos extraconjugais","","","","","","","","","","","","",""
"Diabetes"," fadiga"," perda de peso"," inquietação"," letargia"," nível_irregular_de_açúcar"," visão_turva_e_distorcida"," obesidade"," fome_excessiva"," aumento_do_apetite"," poliúria","","","","","","",""
" Gastroenterite"," vômito"," olhos fundos"," desidratação"," diarréia","","","","","","","","","","","","",""
" Asma brônquica"," fadiga"," tosse"," febre alta"," falta de ar"," história_familiar"," expectoração mucoide","","","","","","","","","","",""
" Hipertensão"," dor de cabeça"," dor no peito"," tontura"," perda_de_equilíbrio"," falta_de_concentração","","","","","","","","","","","",""
" Enxaqueca"," acidez"," indigestão"," dor de cabeça"," visão_turva_e_distorcida"," fome_excessiva"," torcicolo"," depressão"," irritabilidade"," distúrbios visuais","","","","","","","",""
" Espondilose cervical"," dor nas costas"," fraqueza_nos_membros"," dor no pescoço"," tontura"," perda_de_equilíbrio","","","","","","","","","","","",""
" Paralisia (hemorragia cerebral)"," vômito"," dor de cabeça"," fraqueza_de_um_lado_do_corpo"," sensorium_alterado","","","","","","","","","","","","",""
" Icterícia"," coceira"," vômito"," fadiga"," perda de peso"," febre alta"," pele_amarelada"," urina escura"," dor abdominal","","","","","","","","",""
" Malária"," calafrios"," vômito"," febre alta"," suando"," dor de cabeça"," náusea"," diarréia"," dor_muscular","","","","","","","","",""
" Catapora"," coceira"," erupção cutânea"," fadiga"," letargia"," febre alta"," dor de cabeça"," perda_de_apetite"," febre leve"," linfonodos inchados"," mal-estar"," manchas vermelhas no corpo","","","","","",""
" Dengue"," erupção cutânea"," calafrios"," dor nas articulações"," vômito"," fadiga"," febre alta"," dor de cabeça"," náusea"," perda_de_apetite"," dor_atrás_dos_olhos"," dor nas costas"," mal-estar"," dor_muscular"," manchas vermelhas no corpo","","",""
"Tifóide"," calafrios"," vômito"," fadiga"," febre alta"," dor de cabeça"," náusea"," constipação"," dor abdominal"," diarréia"," aparência tóxica (tifos)"," dor de barriga","","","","","",""
" hepatite A"," dor nas articulações"," vômito"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," diarréia"," febre leve"," amarelamento_dos_olhos"," dor_muscular","","","","","",""
" Hepatite B"," coceira"," fadiga"," letargia"," pele_amarelada"," urina escura"," perda_de_apetite"," dor abdominal"," urina_amarela"," amarelamento_dos_olhos"," mal-estar"," recebendo_transfusão_de_sangue"," recebendo_injeções_não_estéreis","","","","",""
" Hepatite C"," fadiga"," pele_amarelada"," náusea"," perda_de_apetite"," amarelamento_dos_olhos"," história_familiar","","","","","","","","","","",""
" Hepatite D"," dor nas articulações"," vômito"," fadiga"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","",""
" Hepatite E"," dor nas articulações"," vômito"," fadiga"," febre alta"," pele_amarelada"," urina escura"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos"," insuficiência hepática aguda"," coma"," sangramento estomacal","","","",""
" Hepatite alcoólica"," vômito"," pele_amarelada"," dor abdominal"," inchaço_do_estômago"," distensão_do_abdome"," história_do_consumo_de_álcool"," sobrecarga de fluido","","","","","","","","","",""
" Tuberculose"," calafrios"," vômito"," fadiga"," perda de peso"," tosse"," febre alta"," falta de ar"," suando"," perda_de_apetite"," febre leve"," amarelamento_dos_olhos"," linfonodos inchados"," mal-estar"," catarro"," dor no peito"," sangue_no_escarro",""
" Gripe comum"," espirros_contínuos"," calafrios"," fadiga"," tosse"," febre alta"," dor de cabeça"," linfonodos inchados"," mal-estar"," catarro"," irritação na garganta"," vermelhidão_dos_olhos"," pressão_sinusal"," nariz escorrendo"," congestionamento"," dor no peito"," perda_do_cheiro"," dor_muscular"
" Pneumonia"," calafrios"," fadiga"," tosse"," febre alta"," falta de ar"," suando"," mal-estar"," catarro"," dor no peito"," frequência cardíaca rápida"," expectoração enferrujada","","","","","",""
" Hemorroidas dimórficas (pilhas)"," constipação"," dor_durante_as_evacuações"," dor_na_região_anal"," fezes_sangrendas"," irritação_no_ânus","","","","","","","","","","","",""
" Ataque cardíaco"," vômito"," falta de ar"," suando"," dor no peito","","","","","","","","","","","","",""
" Varizes"," fadiga"," cólicas"," hematomas"," obesidade"," pernas inchadas"," vasos_sanguíneos_inchados"," veias proeminentes na panturrilha","","","","","","","","","",""
"Hipotireoidismo"," fadiga"," ganho de peso"," mãos e pés frios"," mudanças de humor"," letargia"," tontura"," rosto_e_olhos_inchados"," tireoide_aumentada"," unhas quebradiças"," extremidades inchadas"," depressão"," irritabilidade"," menstruação anormal","","","",""
" Hipertireoidismo"," fadiga"," mudanças de humor"," perda de peso"," inquietação"," suando"," diarréia"," frequência cardíaca rápida"," fome_excessiva"," fraqueza muscular"," irritabilidade"," menstruação anormal","","","","","",""
" Hipoglicemia"," vômito"," fadiga"," ansiedade"," suando"," dor de cabeça"," náusea"," visão_turva_e_distorcida"," fome_excessiva"," lábios_secos_e_formigados"," fala arrastada"," irritabilidade"," palpitações","","","","",""
" Osteoartrite"," dor nas articulações"," dor no pescoço"," dor no joelho"," dor_na_articulação_do_quadril"," inchaço nas articulações"," caminhada_dolorosa","","","","","","","","","","",""
" Artrite"," fraqueza muscular"," torcicolo"," inchaço nas articulações"," rigidez_de_movimento"," caminhada_dolorosa","","","","","","","","","","","",""
" (vertigem) Vertigem posicional paromsal"," vômito"," dor de cabeça"," náusea"," movimentos giratórios"," perda_de_equilíbrio"," instabilidade","","","","","","","","","","",""
" Acne"," erupção cutânea"," espinhas cheias de pus"," cravos pretos"," correndo","","","","","","","","","","","","",""
" Infecção do trato urinário"," queimação_miccional"," desconforto na bexiga"," cheiro ruim de urina"," sensação_contínua_de_urina","","","","","","","","","","","","",""
" Psoríase"," erupção cutânea"," dor nas articulações"," descamação da pele"," pó prateado"," pequenos_amassados_nas_unhas"," unhas_inflamatórias","","","","","","","","","","",""
" Impetigo"," erupção cutânea"," febre alta"," bolha"," ferida_vermelha_ao_redor_do_nariz"," lodo_de_crosta_amarela","","","","","","","","","","","",""
" Infecção fúngica"," coceira"," erupção cutânea"," erupções cutâneas nodais"," manchas discrômicas","","","","","","","","","","","","",""
" Alergia"," espirros_contínuos"," tremendo"," calafrios"," olhos lacrimejantes","","","","","","","","","","","","",""
" DRGE"," dor de estômago"," acidez"," úlceras_na_língua"," vômito"," tosse"," dor no peito","","","","","","","","","","",""
" Colestase crônica"," coceira"," vômito"," pele_amarelada"," náusea"," perda_de_apetite"," dor abdominal"," amarelamento_dos_olhos","","","","","","","","","",""
" Reação medicamentosa"," coceira"," erupção cutânea"," dor de estômago"," queimação_miccional"," urinar sem parar","","","","","","","","","","","",""
" Doença de úlcera péptica"," vômito"," indigestão"," perda_de_apetite"," dor abdominal"," passagem_de_gases"," coceira_interna","","","","","","","","","","",""
" AIDS"," perda de massa muscular"," manchas_na_garganta"," febre alta"," contatos extraconjugais","","","","","","","","","","","","",""
"Diabetes"," fadiga"," perda de peso"," inquietação"," letargia"," nível_irregular_de_açúcar"," visão_turva_e_distorcida"," obesidade"," fome_excessiva"," aumento_do_apetite"," poliúria","","","","","","",""
" Gastroenterite"," vômito"," olhos fundos"," desidratação"," diarréia","","","","","","","","","","","","",""
" Asma brônquica"," fadiga"," tosse"," febre alta"," falta de ar"," história_familiar"," expectoração mucoide","","","","","","","","","","",""
" Hipertensão"," dor de cabeça"," dor no peito"," tontura"," perda_de_equilíbrio"," falta_de_concentração","","","","","","","","","","","",""
